item_code,region,segment,format,sales_total,sales_mean,units_total,units_mean,price_mean,var_pct_mean,high_value_ratio,high_turnover_ratio,n_weeks,cluster,cluster_nombre
7501058753441,Area 5,Powder,Polvo,5680.016,71.00019999999999,257.637,3.2204625,22.140375,-74.63624999999999,0.0,1.0,80,1,Volumen Diversificado
7501058753441,Area 6,Powder,Polvo,4866.187,60.8273375,215.799,2.6974875000000003,22.574625,-66.115125,0.0,1.0,80,1,Volumen Diversificado
7501058753458,Area 1,Powder,Polvo,3215.234,40.190425,142.507,1.7813375,22.545499999999997,-78.331875,0.0,1.0,80,1,Volumen Diversificado
7501058753458,Area 2,Powder,Polvo,7425.118,92.813975,318.56,3.982,23.260749999999998,-53.951625,0.0,1.0,80,4,Alta Rotación
7501058753458,Area 3,Powder,Polvo,5323.682,66.546025,240.864,3.0108,22.158625,-72.042625,0.0,1.0,80,1,Volumen Diversificado
7501058753458,Area 4,Powder,Polvo,4562.59,57.032375,207.629,2.5953625,22.04075,-70.19525,0.0,1.0,80,1,Volumen Diversificado
7501058753458,Area 5,Powder,Polvo,6918.235,86.4779375,314.09,3.926125,22.13825,-74.24249999999999,0.0,1.0,80,1,Volumen Diversificado
7501058753458,Area 6,Powder,Polvo,5563.7609999999995,69.5470125,245.308,3.06635,22.689375000000002,-65.829625,0.0,1.0,80,1,Volumen Diversificado
7501058757449,Area 1,Powder,Polvo,2754.065,34.4258125,15.614,0.19517500000000002,178.978875,-92.27000000000001,1.0,0.075,80,2,Nicho Premium
7501058757449,Area 2,Powder,Polvo,6407.341,80.0917625,39.784,0.49729999999999996,163.538,-80.453,1.0,0.05,80,2,Nicho Premium
7501058757449,Area 3,Powder,Polvo,4372.718,54.658975,24.771,0.3096375,179.74025,-88.875,1.0,0.2125,80,2,Nicho Premium
7501058757449,Area 4,Powder,Polvo,3135.789,39.197362500000004,17.661,0.22076250000000003,180.82425,-91.029375,1.0,0.125,80,2,Nicho Premium
7501058757449,Area 5,Powder,Polvo,10274.912,128.4364,58.599000000000004,0.7324875000000001,178.8565,-82.0085,1.0,0.8125,80,3,Motor de Ingresos
7501058757449,Area 6,Powder,Polvo,2319.212,28.99015,13.169,0.1646125,179.019625,-92.64399999999999,1.0,0.0875,80,2,Nicho Premium
7501058757463,Area 2,Liquid & Gel,Liquido,689.974,8.624675,26.011,0.32513749999999997,26.637375,-95.253625,0.0,1.0,80,1,Volumen Diversificado
7501058757463,Area 3,Liquid & Gel,Liquido,5.571,0.07958571428571429,0.158,0.0022571428571428573,37.55714285714286,-99.9,0.6714285714285714,0.18571428571428572,70,2,Nicho Premium
7501058757463,Area 4,Liquid & Gel,Liquido,12.013,0.1501625,0.45,0.005625,28.0205,-99.766875,0.0875,0.225,80,0,Presencia Marginal
7501058757463,Area 5,Liquid & Gel,Liquido,25.644,0.32876923076923076,0.752,0.009641025641025642,37.96923076923077,-99.73846153846155,0.717948717948718,0.34615384615384615,78,2,Nicho Premium
7501058757548,Area 1,Liquid & Gel,Liquido,2334.791,29.184887500000002,62.794,0.784925,37.422250000000005,-84.313625,0.5625,1.0,80,1,Volumen Diversificado
7501058757548,Area 2,Liquid & Gel,Liquido,8848.204,110.60255,246.011,3.0751375,37.075,-66.948125,0.55,1.0,80,3,Motor de Ingresos
7501058757548,Area 3,Liquid & Gel,Liquido,2952.5480000000002,36.906850000000006,76.569,0.9571125,38.955124999999995,-87.412625,0.75,1.0,80,1,Volumen Diversificado
7501058757548,Area 4,Liquid & Gel,Liquido,3025.827,37.822837500000006,78.19200000000001,0.9774,39.12075,-87.385,0.825,1.0,80,1,Volumen Diversificado
7501058757548,Area 5,Liquid & Gel,Liquido,8278.436,103.48044999999999,212.139,2.6517375000000003,39.533625,-81.26625,0.8125,1.0,80,3,Motor de Ingresos
7501058757548,Area 6,Liquid & Gel,Liquido,4652.584,58.1573,115.464,1.4433,40.382999999999996,-82.26124999999999,0.9125,1.0,80,3,Motor de Ingresos
7501058757555,Area 1,Liquid & Gel,Liquido,1839.187,22.9898375,49.289,0.6161125000000001,37.544125,-86.599875,0.5625,1.0,80,1,Volumen Diversificado
7501058757555,Area 2,Liquid & Gel,Liquido,4635.121,57.939012500000004,125.462,1.568275,38.213875,-75.41012500000001,0.7125,1.0,80,3,Motor de Ingresos
7501058757555,Area 3,Liquid & Gel,Liquido,2251.376,28.142200000000003,58.251,0.7281375,39.007125,-87.69137500000001,0.7375,1.0,80,1,Volumen Diversificado
7501058757555,Area 4,Liquid & Gel,Liquido,2000.135,25.0016875,51.731,0.6466375,39.097750000000005,-87.91499999999999,0.825,1.0,80,1,Volumen Diversificado
7501058757555,Area 5,Liquid & Gel,Liquido,5123.027,64.0378375,131.49099999999999,1.6436374999999999,39.5355,-81.787625,0.8625,1.0,80,3,Motor de Ingresos
7501058757555,Area 6,Liquid & Gel,Liquido,3133.493,39.168662499999996,78.756,0.98445,39.7915,-83.05425,0.9375,1.0,80,1,Volumen Diversificado
7501058757630,Area 1,Pretreat,Liquido,1792.881,22.411012500000002,17.698,0.221225,102.45487499999999,-92.309875,1.0,0.1375,80,2,Nicho Premium
7501058757630,Area 2,Pretreat,Liquido,4082.157,51.0269625,38.512,0.4814,105.55574999999999,-83.807625,1.0,0.1875,80,2,Nicho Premium
7501058757630,Area 3,Pretreat,Liquido,2335.506,29.193824999999997,21.866,0.273325,106.85962500000001,-90.88374999999999,1.0,0.2125,80,2,Nicho Premium
7501058757630,Area 4,Pretreat,Liquido,1805.666,22.570825,16.869,0.2108625,107.106,-91.6505,1.0,0.0375,80,2,Nicho Premium
7501058757630,Area 5,Pretreat,Liquido,5868.905,73.3613125,55.07,0.688375,106.78562500000001,-83.592375,1.0,0.9875,80,3,Motor de Ingresos
7501058757630,Area 6,Pretreat,Liquido,1870.508,23.38135,17.487,0.2185875,107.09575,-92.214125,1.0,0.0625,80,2,Nicho Premium
7501058757791,Area 1,Liquid & Gel,Liquido,5609.276,70.11595,30.22,0.37775,187.32662499999998,-81.352875,1.0,0.0,80,2,Nicho Premium
7501058757791,Area 2,Liquid & Gel,Liquido,11031.535,137.8941875,64.714,0.808925,172.154875,-75.56125,1.0,0.575,80,3,Motor de Ingresos
7501058757791,Area 3,Liquid & Gel,Liquido,7327.2699999999995,91.590875,39.894,0.498675,185.73025,-86.385375,1.0,0.7375,80,3,Motor de Ingresos
7501058757791,Area 4,Liquid & Gel,Liquido,6090.242,76.12802500000001,33.410000000000004,0.417625,183.95425,-87.25525,1.0,0.4625,80,2,Nicho Premium
7501058757791,Area 5,Liquid & Gel,Liquido,15749.661,196.8707625,86.023,1.0752875,185.871875,-81.795,1.0,1.0,80,3,Motor de Ingresos
7501058757791,Area 6,Liquid & Gel,Liquido,6865.237,85.8154625,37.054,0.463175,186.34875,-83.80199999999999,1.0,0.2125,80,2,Nicho Premium
7501058757890,Area 1,Powder,Polvo,5598.6939999999995,69.98367499999999,60.555,0.7569375,93.14275,-77.61737500000001,1.0,0.5375,80,3,Motor de Ingresos
7501058757890,Area 2,Powder,Polvo,9983.893,124.7986625,107.602,1.3450250000000001,93.219375,-58.225,1.0,0.5,80,3,Motor de Ingresos
7501058757890,Area 3,Powder,Polvo,9013.185,112.6648125,94.852,1.18565,95.593625,-69.188375,1.0,0.9125,80,3,Motor de Ingresos
7501058757890,Area 4,Powder,Polvo,6834.696,85.4337,71.652,0.8956500000000001,95.825,-71.003625,1.0,0.325,80,3,Motor de Ingresos
7501058757890,Area 5,Powder,Polvo,16790.756,209.88445000000002,179.365,2.2420625000000003,94.428375,-60.79375,1.0,1.0,80,3,Motor de Ingresos
7501058757890,Area 6,Powder,Polvo,7451.905,93.14881249999999,79.751,0.9968875,93.4205,-67.20625,1.0,0.25,80,3,Motor de Ingresos
7501058782694Bp1,Area 1,Powder,Polvo,0.024,0.024,0.001,0.001,24.0,-99.9,0.0,0.0,1,0,Presencia Marginal
7501058782694Bp1,Area 3,Powder,Polvo,0.062,0.062,0.006,0.006,10.33,-99.9,0.0,1.0,1,0,Presencia Marginal
7501058784346,Area 1,Powder,Polvo,2307.0,28.8375,13.05,0.16312500000000002,179.25650000000002,-92.501375,1.0,0.0,80,2,Nicho Premium
7501058784346,Area 2,Powder,Polvo,5743.859,71.7982375,35.177,0.4397125,165.3095,-80.13300000000001,1.0,0.0,80,2,Nicho Premium
7501058784346,Area 3,Powder,Polvo,4164.955,52.0619375,23.691,0.2961375,179.59625,-88.655375,1.0,0.1875,80,2,Nicho Premium
7501058784346,Area 4,Powder,Polvo,3489.876,43.623450000000005,19.746,0.246825,180.709375,-89.841,1.0,0.075,80,2,Nicho Premium
7501058784346,Area 5,Powder,Polvo,12170.84,152.1355,69.229,0.8653625,179.385875,-79.091875,1.0,0.8,80,3,Motor de Ingresos
7501058784346,Area 6,Powder,Polvo,3171.063,39.638287500000004,17.846,0.223075,181.223375,-89.88374999999999,1.0,0.0,80,2,Nicho Premium
7501058784353,Area 1,Powder,Polvo,6461.408,80.7676,74.381,0.9297625,87.826125,-69.26525000000001,1.0,0.4,80,3,Motor de Ingresos
7501058784353,Area 2,Powder,Polvo,7104.506,88.806325,76.073,0.9509124999999999,93.87875,-64.609875,1.0,0.0625,80,3,Motor de Ingresos
7501058784353,Area 3,Powder,Polvo,7394.305,92.4288125,78.07000000000001,0.975875,95.48325,-70.6655,1.0,0.4875,80,3,Motor de Ingresos
7501058784353,Area 4,Powder,Polvo,6266.655,78.3331875,65.582,0.8197749999999999,96.18712500000001,-71.58425,1.0,0.1875,80,3,Motor de Ingresos
7501058784353,Area 5,Powder,Polvo,14703.541,183.7942625,157.135,1.9641875,94.5365,-62.08987499999999,1.0,1.0,80,3,Motor de Ingresos
7501058784353,Area 6,Powder,Polvo,6502.218,81.277725,70.121,0.8765124999999999,92.87475,-69.27262499999999,1.0,0.1125,80,3,Motor de Ingresos
7501058784889,Area 1,Liquid & Gel,Liquido,0.053,0.053,0.001,0.001,53.0,-99.9,1.0,0.0,1,0,Presencia Marginal
7501058786548Bp1,Area 1,Liquid & Gel,Liquido,0.08499999999999999,0.042499999999999996,0.002,0.001,42.5,-99.9,1.0,0.0,2,0,Presencia Marginal
7501058786548Bp1,Area 2,Liquid & Gel,Liquido,2.32,0.08592592592592592,0.063,0.0023333333333333335,45.01074074074074,-99.86666666666667,0.9259259259259259,0.1111111111111111,27,0,Presencia Marginal
7501058786548Bp1,Area 4,Liquid & Gel,Liquido,0.104,0.034666666666666665,0.003,0.001,34.666666666666664,-99.90000000000002,0.6666666666666666,0.0,3,0,Presencia Marginal
7501058786548Bp1,Area 5,Liquid & Gel,Liquido,0.181,0.06033333333333333,0.004,0.0013333333333333333,46.166666666666664,-99.90000000000002,1.0,0.0,3,0,Presencia Marginal
7501058786548Bp1,Area 6,Liquid & Gel,Liquido,0.28800000000000003,0.04800000000000001,0.006,0.001,48.0,-99.90000000000002,1.0,0.0,6,0,Presencia Marginal
7501058788931,Area 1,Liquid & Gel,Liquido,0.229,0.229,0.007,0.007,32.71,-99.9,0.0,1.0,1,0,Presencia Marginal
7501058788931,Area 2,Liquid & Gel,Liquido,0.075,0.0375,0.002,0.001,37.5,-99.9,0.5,0.0,2,0,Presencia Marginal
7501058788931,Area 4,Liquid & Gel,Liquido,0.96,0.12,0.022000000000000002,0.0027500000000000003,55.6625,-99.8875,1.0,0.25,8,0,Presencia Marginal
7501058789778Bp1,Area 4,Liquid & Gel,Liquido,0.09,0.09,0.001,0.001,90.0,-99.9,1.0,0.0,1,0,Presencia Marginal
7501058790415Bp1,Area 1,Powder,Polvo,2.225,0.17115384615384616,0.03,0.0023076923076923075,76.47461538461538,-99.86153846153846,1.0,0.07692307692307693,13,0,Presencia Marginal
7501058792778Bp1,Area 1,Powder,Polvo,251.703,3.756761194029851,1.976,0.029492537313432834,128.31626865671643,-98.90552238805971,1.0,0.16417910447761194,67,2,Nicho Premium
7501058792778Bp1,Area 2,Powder,Polvo,450.374,5.925973684210526,3.653,0.04806578947368421,125.41157894736843,-97.62947368421052,1.0,0.013157894736842105,76,2,Nicho Premium
7501058792778Bp1,Area 3,Powder,Polvo,710.125,10.925,5.546,0.08532307692307693,133.6603076923077,-97.52799999999999,1.0,0.3230769230769231,65,2,Nicho Premium
7501058792778Bp1,Area 4,Powder,Polvo,520.768,7.133808219178083,4.007,0.0548904109589041,129.2595890410959,-98.12575342465753,1.0,0.2602739726027397,73,2,Nicho Premium
7501058792778Bp1,Area 5,Powder,Polvo,2011.973,25.46801265822785,15.578,0.1971898734177215,129.2260759493671,-96.09151898734177,1.0,0.4430379746835443,79,2,Nicho Premium
7501058792778Bp1,Area 6,Powder,Polvo,384.843,5.830954545454546,2.972,0.04503030303030303,129.51227272727272,-98.30757575757576,1.0,0.18181818181818182,66,2,Nicho Premium
7501058792778Bp2,Area 1,Powder,Polvo,40.974,0.6115522388059701,1.976,0.029492537313432834,20.902537313432838,-98.90552238805971,0.0,0.16417910447761194,67,0,Presencia Marginal
7501058792778Bp2,Area 2,Powder,Polvo,73.318,0.9647105263157895,3.653,0.04806578947368421,20.42671052631579,-97.62947368421052,0.0,0.013157894736842105,76,0,Presencia Marginal
7501058792778Bp2,Area 3,Powder,Polvo,115.604,1.7785230769230769,5.546,0.08532307692307693,21.748923076923077,-97.52799999999999,0.0,0.3230769230769231,65,0,Presencia Marginal
7501058792778Bp2,Area 4,Powder,Polvo,84.779,1.1613561643835615,4.007,0.0548904109589041,21.054383561643835,-98.12575342465753,0.0,0.2602739726027397,73,0,Presencia Marginal
7501058792778Bp2,Area 5,Powder,Polvo,327.53499999999997,4.146012658227848,15.578,0.1971898734177215,21.0473417721519,-96.09151898734177,0.0,0.4430379746835443,79,1,Volumen Diversificado
7501058792778Bp2,Area 6,Powder,Polvo,62.648,0.9492121212121213,2.972,0.04503030303030303,21.083333333333332,-98.30757575757576,0.0,0.18181818181818182,66,0,Presencia Marginal
7501058792808Bp1,Area 1,Powder,Polvo,389.945,5.415902777777777,3.104,0.043111111111111114,126.82124999999999,-98.84305555555555,1.0,0.3611111111111111,72,2,Nicho Premium
7501058792808Bp1,Area 2,Powder,Polvo,582.361,8.319442857142857,4.971,0.07101428571428571,125.97642857142857,-97.29957142857143,1.0,0.08571428571428572,70,2,Nicho Premium
7501058792808Bp1,Area 3,Powder,Polvo,816.301,11.182205479452055,6.355,0.08705479452054796,130.50342465753425,-97.8231506849315,1.0,0.3972602739726027,73,2,Nicho Premium
7501058792808Bp1,Area 4,Powder,Polvo,490.057,7.314283582089552,3.768,0.05623880597014925,134.32522388059704,-98.17119402985075,1.0,0.2835820895522388,67,2,Nicho Premium
7501058792808Bp1,Area 5,Powder,Polvo,1920.92,24.315443037974685,14.865,0.18816455696202533,127.41227848101265,-96.4279746835443,1.0,0.46835443037974683,79,2,Nicho Premium
7501058792808Bp1,Area 6,Powder,Polvo,439.16,5.778421052631579,3.416,0.04494736842105263,129.08697368421053,-98.50921052631578,1.0,0.2631578947368421,76,2,Nicho Premium
7501058792808Bp2,Area 1,Powder,Polvo,63.484,0.8817222222222223,3.104,0.043111111111111114,20.672916666666666,-98.84305555555555,0.0,0.3611111111111111,72,0,Presencia Marginal
7501058792808Bp2,Area 2,Powder,Polvo,94.80199999999999,1.3543142857142856,4.971,0.07101428571428571,20.49985714285714,-97.29957142857143,0.0,0.08571428571428572,70,0,Presencia Marginal
7501058792808Bp2,Area 3,Powder,Polvo,132.887,1.8203698630136986,6.355,0.08705479452054796,21.24068493150685,-97.8231506849315,0.0,0.3972602739726027,73,0,Presencia Marginal
7501058792808Bp2,Area 4,Powder,Polvo,79.775,1.1906716417910448,3.768,0.05623880597014925,21.851791044776117,-98.17119402985075,0.0,0.2835820895522388,67,0,Presencia Marginal
7501058792808Bp2,Area 5,Powder,Polvo,312.711,3.958367088607595,14.865,0.18816455696202533,20.752531645569622,-96.4279746835443,0.0,0.46835443037974683,79,1,Volumen Diversificado
7501058792808Bp2,Area 6,Powder,Polvo,71.488,0.9406315789473684,3.416,0.04494736842105263,21.020657894736843,-98.50921052631578,0.0,0.2631578947368421,76,0,Presencia Marginal
7501058793898,Area 1,Liquid & Gel,Liquido,0.083,0.083,0.001,0.001,83.0,-99.9,1.0,0.0,1,0,Presencia Marginal
7501058793898,Area 2,Liquid & Gel,Liquido,0.378,0.0756,0.009000000000000001,0.0018000000000000002,42.268,-99.9,1.0,0.0,5,0,Presencia Marginal
7501058793898,Area 3,Liquid & Gel,Liquido,0.094,0.094,0.001,0.001,94.0,-99.9,1.0,0.0,1,0,Presencia Marginal
7501058794949Bp1,Area 1,Liquid & Gel,Gel,204.458,4.259541666666666,1.596,0.03325,116.95687500000001,-99.29645833333335,1.0,0.375,48,2,Nicho Premium
7501058794949Bp1,Area 2,Liquid & Gel,Gel,381.57099999999997,5.156364864864864,3.341,0.04514864864864865,113.67554054054054,-98.73783783783784,1.0,0.3108108108108108,74,2,Nicho Premium
7501058794949Bp1,Area 3,Liquid & Gel,Gel,441.574,9.599434782608697,3.329,0.07236956521739131,131.21847826086957,-98.80195652173914,1.0,0.41304347826086957,46,2,Nicho Premium
7501058794949Bp1,Area 4,Liquid & Gel,Gel,211.17,7.821111111111111,1.647,0.061,133.81444444444446,-98.86666666666667,1.0,0.3333333333333333,27,2,Nicho Premium
7501058794949Bp1,Area 5,Liquid & Gel,Gel,728.909,17.778268292682927,5.444,0.13278048780487806,132.3270731707317,-97.85365853658537,1.0,0.3170731707317073,41,2,Nicho Premium
7501058794949Bp1,Area 6,Liquid & Gel,Gel,166.77,4.276153846153846,1.283,0.03289743589743589,137.68102564102566,-99.1251282051282,1.0,0.20512820512820512,39,2,Nicho Premium
7501058794949Bp2,Area 1,Liquid & Gel,Gel,30.555,0.6365625,1.596,0.03325,17.47041666666667,-99.29645833333335,0.0,0.375,48,0,Presencia Marginal
7501058794949Bp2,Area 2,Liquid & Gel,Gel,57.018,0.7705135135135135,3.341,0.04514864864864865,16.97972972972973,-98.73783783783784,0.0,0.3108108108108108,74,0,Presencia Marginal
7501058794949Bp2,Area 3,Liquid & Gel,Gel,65.981,1.4343695652173911,3.3289999999999997,0.0723695652173913,19.578260869565216,-98.80195652173914,0.0,0.41304347826086957,46,0,Presencia Marginal
7501058794949Bp2,Area 4,Liquid & Gel,Gel,31.554000000000002,1.1686666666666667,1.647,0.061,19.964074074074073,-98.86666666666667,0.0,0.3333333333333333,27,0,Presencia Marginal
7501058794949Bp2,Area 5,Liquid & Gel,Gel,108.91499999999999,2.656463414634146,5.444,0.13278048780487806,19.739268292682926,-97.85365853658537,0.0,0.3170731707317073,41,0,Presencia Marginal
7501058794949Bp2,Area 6,Liquid & Gel,Gel,24.918,0.6389230769230769,1.283,0.03289743589743589,20.53333333333333,-99.1251282051282,0.0,0.20512820512820512,39,0,Presencia Marginal
7501058794956Bp1,Area 1,Liquid & Gel,Gel,97.30499999999999,2.316785714285714,0.762,0.018142857142857145,122.72761904761906,-99.42857142857143,1.0,0.19047619047619047,42,2,Nicho Premium
7501058794956Bp1,Area 2,Liquid & Gel,Gel,308.777,3.9085696202531643,2.822,0.03572151898734177,115.41835443037974,-98.79632911392405,1.0,0.189873417721519,79,2,Nicho Premium
7501058794956Bp1,Area 3,Liquid & Gel,Gel,212.573,6.073514285714286,1.633,0.046657142857142855,126.86000000000001,-98.86542857142857,1.0,0.4,35,2,Nicho Premium
7501058794956Bp1,Area 4,Liquid & Gel,Gel,120.008,3.0002,0.959,0.023975,124.97,-99.255,1.0,0.1,40,2,Nicho Premium
7501058794956Bp1,Area 5,Liquid & Gel,Gel,415.087,6.804704918032787,3.226,0.052885245901639344,108.54459016393443,-98.71360655737705,1.0,0.18032786885245902,61,2,Nicho Premium
7501058794956Bp1,Area 6,Liquid & Gel,Gel,78.884,2.465125,0.596,0.018625,132.058125,-99.24375,1.0,0.09375,32,2,Nicho Premium
7501058794956Bp2,Area 1,Liquid & Gel,Gel,18.532,0.44123809523809526,0.762,0.018142857142857145,23.311666666666667,-99.42857142857143,0.0,0.19047619047619047,42,0,Presencia Marginal
7501058794956Bp2,Area 2,Liquid & Gel,Gel,58.814,0.7444810126582279,2.822,0.03572151898734177,21.956455696202532,-98.79632911392405,0.0,0.189873417721519,79,0,Presencia Marginal
7501058794956Bp2,Area 3,Liquid & Gel,Gel,40.492,1.1569142857142856,1.633,0.046657142857142855,24.135714285714286,-98.86542857142857,0.0,0.4,35,0,Presencia Marginal
7501058794956Bp2,Area 4,Liquid & Gel,Gel,22.854000000000003,0.57135,0.959,0.023975,23.73375,-99.255,0.0,0.1,40,0,Presencia Marginal
7501058794956Bp2,Area 5,Liquid & Gel,Gel,79.065,1.2961475409836065,3.226,0.052885245901639344,20.651147540983608,-98.71360655737705,0.0,0.18032786885245902,61,0,Presencia Marginal
7501058794956Bp2,Area 6,Liquid & Gel,Gel,15.025,0.46953125,0.596,0.018625,25.119375,-99.24375,0.0,0.09375,32,0,Presencia Marginal
7501058794963Bp1,Area 1,Powder,Polvo,6.7620000000000005,0.28175,0.056,0.0023333333333333335,117.58,-99.89583333333333,1.0,0.20833333333333334,24,2,Nicho Premium
7501058794963Bp1,Area 2,Powder,Polvo,19.48,0.487,0.189,0.004725,114.11449999999999,-99.85249999999999,0.975,0.25,40,2,Nicho Premium
7501058794963Bp1,Area 3,Powder,Polvo,17.813,0.4948055555555555,0.162,0.0045000000000000005,107.52861111111112,-99.86666666666667,1.0,0.25,36,2,Nicho Premium
7501058794963Bp1,Area 4,Powder,Polvo,6.076,0.22503703703703704,0.07,0.002592592592592593,87.9511111111111,-99.86666666666667,1.0,0.14814814814814814,27,2,Nicho Premium
7501058794963Bp1,Area 5,Powder,Polvo,43.258,0.86516,0.376,0.00752,112.5866,-99.66,1.0,0.16,50,2,Nicho Premium
7501058794963Bp1,Area 6,Powder,Polvo,9.489,0.4313181818181819,0.081,0.003681818181818182,116.06772727272728,-99.83181818181819,0.9545454545454546,0.18181818181818182,22,2,Nicho Premium
7501058794963Bp2,Area 1,Powder,Polvo,1.0110000000000001,0.042125,0.056,0.0023333333333333335,17.595000000000002,-99.89583333333333,0.0,0.20833333333333334,24,0,Presencia Marginal
7501058794963Bp2,Area 2,Powder,Polvo,2.914,0.07285,0.189,0.004725,17.13575,-99.85249999999999,0.0,0.25,40,0,Presencia Marginal
7501058794963Bp2,Area 3,Powder,Polvo,2.661,0.07391666666666667,0.162,0.0045000000000000005,16.083055555555557,-99.86666666666667,0.0,0.25,36,0,Presencia Marginal
7501058794963Bp2,Area 4,Powder,Polvo,0.912,0.03377777777777778,0.07,0.002592592592592593,13.252592592592592,-99.86666666666667,0.0,0.14814814814814814,27,0,Presencia Marginal
7501058794963Bp2,Area 5,Powder,Polvo,6.462,0.12924,0.376,0.00752,16.8122,-99.66,0.0,0.16,50,0,Presencia Marginal
7501058794963Bp2,Area 6,Powder,Polvo,1.419,0.0645,0.081,0.003681818181818182,17.39636363636364,-99.83181818181819,0.0,0.18181818181818182,22,0,Presencia Marginal
7501058794970Bp1,Area 2,Powder,Polvo,7.33,0.28192307692307694,0.053,0.0020384615384615385,138.2326923076923,-99.85769230769232,1.0,0.0,26,2,Nicho Premium
7501058794970Bp1,Area 5,Powder,Polvo,0.086,0.086,0.001,0.001,86.0,-99.9,1.0,0.0,1,0,Presencia Marginal
7501058794970Bp1,Area 6,Powder,Polvo,3.043,0.2535833333333333,0.022,0.0018333333333333333,138.2275,-99.86666666666667,1.0,0.0,12,2,Nicho Premium
7501058794970Bp2,Area 2,Powder,Polvo,1.097,0.04219230769230769,0.053,0.0020384615384615385,20.767307692307693,-99.85769230769232,0.0,0.0,26,0,Presencia Marginal
7501058794970Bp2,Area 5,Powder,Polvo,0.013,0.013,0.001,0.001,13.0,-99.9,0.0,0.0,1,0,Presencia Marginal
7501058794970Bp2,Area 6,Powder,Polvo,0.455,0.03791666666666667,0.022,0.0018333333333333333,20.7725,-99.86666666666667,0.0,0.0,12,0,Presencia Marginal
7501058796578Bp1,Area 1,Liquid & Gel,Gel,164.32,2.3474285714285714,3.033,0.043328571428571425,54.523857142857146,-98.38428571428571,1.0,0.17142857142857143,70,2,Nicho Premium
7501058796578Bp1,Area 2,Liquid & Gel,Gel,890.193,11.1274125,18.524,0.23155,47.655375,-91.58525,0.975,0.175,80,2,Nicho Premium
7501058796578Bp1,Area 3,Liquid & Gel,Gel,389.223,4.8652875,7.473,0.0934125,53.335125000000005,-97.46525,1.0,0.3875,80,2,Nicho Premium
7501058796578Bp1,Area 4,Liquid & Gel,Gel,211.571,2.6446375,4.061,0.0507625,52.56075,-98.12375,1.0,0.175,80,2,Nicho Premium
7501058796578Bp1,Area 5,Liquid & Gel,Gel,414.614,5.182675,7.831,0.0978875,53.090125,-97.60125000000001,1.0,0.4625,80,2,Nicho Premium
7501058796578Bp1,Area 6,Liquid & Gel,Gel,144.964,1.81205,2.709,0.033862500000000004,53.471000000000004,-98.58624999999999,1.0,0.1375,80,2,Nicho Premium
7501058796578Bp2,Area 1,Liquid & Gel,Gel,164.32,2.3474285714285714,3.033,0.043328571428571425,54.523857142857146,-98.38428571428571,1.0,0.17142857142857143,70,2,Nicho Premium
7501058796578Bp2,Area 2,Liquid & Gel,Gel,890.193,11.1274125,18.524,0.23155,47.655375,-91.58525,0.975,0.175,80,2,Nicho Premium
7501058796578Bp2,Area 3,Liquid & Gel,Gel,389.223,4.8652875,7.473,0.0934125,53.335125000000005,-97.46525,1.0,0.3875,80,2,Nicho Premium
7501058796578Bp2,Area 4,Liquid & Gel,Gel,211.571,2.6446375,4.061,0.0507625,52.56075,-98.12375,1.0,0.175,80,2,Nicho Premium
7501058796578Bp2,Area 5,Liquid & Gel,Gel,414.614,5.182675,7.831,0.0978875,53.090125,-97.60125000000001,1.0,0.4625,80,2,Nicho Premium
7501058796578Bp2,Area 6,Liquid & Gel,Gel,144.964,1.81205,2.709,0.033862500000000004,53.471000000000004,-98.58624999999999,1.0,0.1375,80,2,Nicho Premium
7501058796585,Area 1,Liquid & Gel,Gel,317.492,3.9686500000000002,3.211,0.0401375,100.14475,-98.50387500000001,1.0,0.2125,80,2,Nicho Premium
7501058796585,Area 2,Liquid & Gel,Gel,1561.387,19.5173375,16.251,0.20313750000000003,94.384375,-93.15175,1.0,0.275,80,2,Nicho Premium
7501058796585,Area 3,Liquid & Gel,Gel,563.747,7.0468375,5.657,0.0707125,103.4535,-97.7465,1.0,0.325,80,2,Nicho Premium
7501058796585,Area 4,Liquid & Gel,Gel,422.618,5.282725,4.195,0.052437500000000005,104.63699999999999,-97.8365,1.0,0.0375,80,2,Nicho Premium
7501058796585,Area 5,Liquid & Gel,Gel,951.38,11.89225,9.295,0.1161875,105.99125,-96.92112499999999,1.0,0.5,80,2,Nicho Premium
7501058796585,Area 6,Liquid & Gel,Gel,635.55,7.944374999999999,6.082,0.076025,101.25812499999999,-97.165875,1.0,0.125,80,2,Nicho Premium
7501058796837,Area 1,Bar,Barra,2.093,0.08720833333333333,0.107,0.004458333333333333,19.5025,-99.7625,0.0,0.041666666666666664,24,0,Presencia Marginal
7501058796837,Area 2,Bar,Barra,18.87,0.41021739130434787,0.913,0.01984782608695652,20.477826086956522,-99.30391304347827,0.0,0.32608695652173914,46,0,Presencia Marginal
7501058796837,Area 3,Bar,Barra,0.657,0.038647058823529416,0.029,0.0017058823529411766,22.751176470588234,-99.85882352941178,0.0,0.0,17,0,Presencia Marginal
7501058796837,Area 4,Bar,Barra,2.991,0.04985,0.137,0.0022833333333333334,21.959999999999997,-99.83166666666668,0.0,0.0,60,0,Presencia Marginal
7501058796837,Area 5,Bar,Barra,0.621,0.0388125,0.028,0.00175,22.195,-99.89375000000001,0.0,0.125,16,0,Presencia Marginal
